Label,comment
U0001F60D,"موتور آپاچی 180 یکی از بهترین و خوش دست ترین و پر طرفدارترین موتورهای حال حاضر ایران است.کیفیت  قطعات فراوانی قطعه شتاب مصرف سوخت کم اصطحلاک بسیار کم قطعه از قبیل کمک لنت و غیره.
مانور عالی طوری که با دو سرنشین داخل شهر تردد کنید.کیفیت ترمزهای ای بی اس که با سرعت 80 و مستقیم طی 10 متر توقف میکند که همه اینها رو خودم تجربه کردم و خیلی چیزهای دیگر .شاید باورتون نشه ولی من بارها این موتور رو در حد حمام گرفتن شستم و بعد با یک تک استارت روشن شده..سیستم روشنایی عالی با هد لایت بزرگ و نور فوقالاده خصوصا  با نصب زنون.تازه موتور من چند ساله کار کرده ولی هنوز باز نشده و پلمپه.فقط هر موقع احساس کردید دنده بد تعویض میشه مطمعنا از روغن گیربکسه و هر زمان هم که استارت میخورد و روشن یشد از شمعشه که باید تمیز یا تعویض بشه .واسلام .مخلص دوستاران آپاچی 180.
مخلص همکاران عزیز دی جی کالا."
U0001F60D,آرگونومی خوب...کیفیت صدای خوب...برد خوب ولی مانع سر راه باشه حدودا همون 5 متر و بدون مانع 10 متر...دکمه کانکت شدن خوش دست و قابل دسترسی...در کل نسبت به پولش عالیه....من قبل از این جبرا استایل خریدم که بعد از دو ماه دیگه روشن نتشد و شیائونی هم داشتم که بعد از یک ماه دیگه روشن نشد...تو گوش هم خوب فیکس میشه و اذیت نمیکنه...تنها ایرادش اینه که زیاد خوشگل نیست ....
U0001F4AE,"بسیار عالی، ایمن و بادوام است. 
تیغه بسیار تیز و برّنده است امّا به‌دلیلِ مقدارِ مناسب بیرون زدگی از لبه، به هیچ وجه خطرِ شکستن، برگشتن و برخورد با دستِ کاربر را ندارد، همچنین جنس تیغ مقاوم است و فشارِ بالایی را تحمّل می‌کند. این هر دو امر به‌دلیلِ طرّاحیِ اختصاصیِ تیغه و ثبتِ انحصاریِ اختراعِ آن است، و تیغِ یدک نامرغوب ندارد. از این رو ایمنیِ بسیار بالا و تجربه‌یِ کاربریِ خوشایندی به‌همراهِ دارد. این ایمنی و دوام را می‌توان با کاردک هایِ پلاستیکیِ یکبارمصرف با تیغ‌هایِ موکت بُریِ ارزان قیمت مقایسه کرد."
U0001F973,"فوق العادس
حتی توی 2،3 روز اول استفاده میتونید تأثیرشو ببینید. مهمترین آپشنش دسترسی به نقاطیه که با مسواک معمولی قابل شستشو نیستن و جرم میگیرن. تمیزی رو کامل میتونید احساس کنید. پیشنهاد میکنم از دستش ندین"
U0001F914,"کسی که میخواد این ساعت و بخره متن و بخونه تجربه استفادس
وقتی بازش کردم دیدک خاموشه کلی تلاش کردم روشنش کنم :)) بعد فهمیدم شارژ نداره زدم شارژ-خخخ
بنده مهندس ساختمانم و در روز مشغول کارهای صنعتی و زمختم در کارگاه های ساختمانی گاهی دست به آچارم میشم خودم.هر ساعتی تو دستم زنده نمیمونه-این ساعت با دوامیه!
جنس بندش پلاستیک نیست - هرچی هست در اثر شراره های سنگ فلز یا جوشکاری ذوب یا لک نمیشه-چون پلاستیک بود آب میشد
ضربه های حرکتی مدام مثل کار با دریل هلتی اسیبی بهش نمیرسونه
دست من نسبتا بزرگ و مردونست فکر نمیکردم به دستم بیادولی قشنگه تو دستم
ضد آب واقعیه امروز رو دستم آب سیمان ریخت که کل ساعت آغشته شد سریع شستم ولی سیمان لابلاش رفت که رفتم حمام با فرچه و تاید شستمش فقط محافظ صفحه که زده بودم کنده شد
با سشوار خشکش کردم حرارت هم خرابش نمیکنه ظاهرا
زیر دوش حمام یا استخر هربار  اب به دکمه ی لمسیش میخوره عمل میکنه - مثلا بارها تو حمام ضربان قلبم و میگرفت که طبیعتا باتریش مصرف میشه
آمار خواب و کاملا میگیره جالبه خواب سبک و عمیق . دقیق هم میگیره نمیدونم چجوری 
تنظیم کردم هر چهار هزار قدمی که میزنم تشویقم میکنه-
تنظیم کردم اگه کم تحرک باشم یه مدتی یه جا بهم الارم میده که قدم بزن
آلارم داخلی خودشو داره سوای گوشی که از برنامش تنظیم میشه.یعنی به گوشی متصلم نباشه طبق تنظیم- هر روز هشت صبح و هشت و نیم ویبره میده-تعداد الارما و روزشو میشه تنظیم کرد
کسی اس ام اس بده رو صفحش اسمش میاد(اگه فارسی ذخیره باشه اسم به صورت علامت سوال میاد)
کسی زنگ میزنه میتونم با دبل تاچ زنگشو ساکت کنم-با نگه داشتن تاچش ریجکتش کنم
یه برنامه دیگه هست بجز می فیت-به اسم می بندیج-که ازونجا تنظیمات بیشتری میگیره مثلا با یه لمسی ک تنظیم میکنی بزنی اهنگ قبلی یا بعدی-برنامه ای از گوشی و ران کنی و ..و تنظیم کنی نوتیفیکیشن کدوم برنامه هارو بهت بده؟البته برنامه دیفالتش می فیته اول می فیت و بریزین برنامه های بعدی کنارش
من هفته اول ذوق داشتم بیشتر روزا و بیشتر شبها به بلوتوث گوشیم متصل بود چپ و راست ضربان قلب گرفتم و اینا  خلاصه الان چهل درصد شارژ داره -همین فرمون برم فک کنم هر پونزده الی بیست روز نیاز به شارژ داره ک خعلی خوبه-اون ساعتای خعلی هوشمند که هر روز باید شارژ کنی حوصله و وقت اضافی میخواد خداییش

خلاصه ک باهم رفیق شدیم دیگه

امیدوارم کمکتون کنه -تو این همه کامنتای محصولات مختلف جای تجربه استفاده از محصولات توسط خریداران یکم خالیه.
در خرید به کامنتایی که در یک کادر رنگی نوشته شده حتما پیشنهاد میکنم یا نظری ندارم یا هرگز پیشنهاد نمیکنم - بیشتر توجه کنید-اینها خریداران اون محصول از همین سایت هستن
دمتون گرم یا علی"
U0001F60D,"به نظرم 

به نظرم هرکی بخره اینو ضرر نمیکنه، من دو ماهه دستمه والا هیچ ایرادی ندیدم، تازه من ازوناییم ک همه کارارو رو گوشی انجام میدن، تا حالا ندیدم هنگ کنه، خدایی عالیه، خواهر بزرگم ایفون سون داره دوربین این خیلی بالاتره، و درضمن کسایی که بین میت 10 لایت و گوشی هایی مص سامسونگ ای7، نوا 2 پلاس، سامسونگ اس7 و اینا گیر کردند همینو بخرن، مامانم پنج سال پیش سی3 بلایت خرید الانم داره باهاش کار میکنه، خلاصه بگم با 15 سال سن و تجربه ی داشتن 5 تا گوشی با برند های مختلفو داشتم بازم اینو ترجیح میدم، میت 10 لایت بگیرید پشیمون نمیشین، هواوی عشقه"
U0001F44E,آنتن دهی خوب نیست
U0001F60D,من تقریبا 4ماهی هست دارم واقعا به نظر من حرف نداره بازی های سنگین راحت اجرا میشه دوربینش بدک نیست کیفیت صفحه عالیه برای همه کس انتخاب خوبیه این کسایی که می گن هنگ می کنه یا تاچش ضعیفه اصلا برای من اینطور نیست پشیمون نمیشید
U0001F44D,"من در پیشنهاد ویژه این تلویزیون رو سفارش دادم.
واقعا راضیم.
دوستانی که میگن تصویر در کانال های تلویزیون ایران تار دیده میشه، حتما از فاصله خیلی نزدیک به تصویر نگاه میکنن با کمی فاصله کیفیت تصویر عالیه. و از قابلیت عالیه HDR این تلویزیون هم استفاده کنید.
واقعا راضیم از خریدم. تلویزیونی هوشمند با قابلیت های مدنظرم"
U0001F621,"با سلام
 به نظر من بهترین نوع عایق فلاسک نوع شیشه ای اون هستش و وقتی دنبال فلاسک بودم این مسله رو لحاظ کردم من این فلاسک رو برای کوه استفاده میکنم  2 تا لیوان هم ظرفیتش هستش که وقتی روی قله چای رو میریزی باید وایسی خنک بشه فقط این نکته رو مد نظر داشته باشید فلاسکهای شیشه ای  در برابر ضربه شکننده هستن برای همین بهترین کار اینه که از زیره فلاسک پیچ رو که باز میکنید دور شیشه رو پشم شیشه قرار بدید که هم مجدد شیشه رو عایق میکنه و نمیزاره شیشه بشکنه گرچه هنوز خودم اینکار رو نکردم"
U0001F614,"خب راستش قبل اینکه بخرمش نظرهارو خوندم و دو دل شدم و دلمو زدم به دریا و خریدم، ادل بگم که قدم شمارش افتضاحه، رو تخت نشستم خودش از 50 قدم میره به 100 قدم!   فشار خونش که هرسری یه چیزی میزنه،  پایش خوابش هم کلا کار نمیکنه فقط میمونه ضربان قلبش که اونم  نگاه نکردم خرابه یا نه"
U0001F973,"من چندسال پیش یه مدل دیگه از اینو خریده بودم ولی هربار استفاده میکردم بهم میگفتن پوستت خراب میشه و ضرر داره، خوشحالم که دیجی کالا اینو آورد و دوستان باهاش آشنا شدن، برس صورت میزدیم وقتی برس صورت مد نبود"
U0001F44D,"خوبه ، از رایحه های متفاوت دارد ، هم جمع و جور هست و از همه مهم تر انتی باکتریال"
U0001F44D,من چند ماهه از دیجی کالا گرفتم خیلی راضیم
U0001F60D,جنس و ظاهر عالیه داره پیشنهاد میکنم بخرین
U0001F44D,ما چند ساله کنار محصولات بلور کاوه استفاده میکنیم. باید بگم هیچ نقصی ندارن و خیلی با کیفیت هستن. خیلی سال پیش محصولات کاوه برای چایی و نوشیدنی های گرم مناسب نبودن و می‌شکستند. ولی چند سال اخیر خیلی با کیفیت شدن. ما چند ساله روزانه برای چایی استفاده میکنیم یه دونه ش هم نشکسته. خیلی شفاف هستن و هیچ اثری از موج و کدری ندارن. قبلا محصولات ایرانی رنگ مایل به سبز داشتن. الان با نمونه های مشابه خارجی هیچ تفاوتی ندارند. مشابه همین استکان رو پاشاباغچه ترکیه ای داره با دوبرابر قیمت. ولی تا کاوه با این کیفیت عالی داره کار می‌کنه من محصول خارجی خریدن رو خیانت به کشورم می‌دونم. با تشکر از دیجیکالا.
U0001F44D,"این سشوار مشهور و رایج در آرایشگاه هاست که هر روز صبح تا شب روشن هستن بسیار با دوام و با کیفیت هم تحقیق کردم هم کامنتارو خوندم دیدم اکثرا آرایشگر هستن و راضی ان

واسه استفاده خونگی یه سشوار عمریه- اسمش حرفه ایه ولی زیباست صداشم گوش خراش یا بلند نیست - اندکی سنگینه ولی چون سریع حالت میده به مو خسته کننده نیست.درواقع یزره سنگینیش ارزششو داره

من به دکمه ی یون ساز باوری نداشتم تا زمانی که استفاده کردم - فرق هست شما دکمه یون و نگه داری مو بهتر حالت میگیره - نگه نداری مو لخت تر میشه فکر میکنم - رو سر من اینجوریه

فقط هر شیش ماه یک سال(بسته به مقدار استفاده)باید کمی روغن کاری بشه موتورش که اگه دست به آچار نیستین ببرین بجا روغنشو تمدید کنن که خرابش نکنین

از نشونه های خشک شدن روغنش میشه به پر سرو صدا شدن و خشک کارکردنش اشاره کرد 

اون عزیزی که میگه حرارتش بالا نیست - باید بگم دنبال بالاترین حرارت نباش به موهات آسیب میرسونی دنبال سشواری باش که سرعت باد و حرارتش مچ باشن که موهات بهتر حالت بگیره-حرارت اینم تاحدود استانداردی بالاست

من راضی ام از این مدل

یا علی"
U0001F44D,خوبه. فعلا که دو بار استفاده کردم.  کار بده خوبه
U0001F44E,"به نام خدا
1.این گوشی،درواقع یک بیسیم واکی تاکی هستش که صفحه نمایش داره و 2.آپشن خوبش اینه که سیم کارت میخوره و شما میتونید پیامک هم بدید!!!! ولی مشکل اینجاست که 3.این برند نو ظهور که بیسیم و گوشی رو ترکیب کرده فقط از پوشش 2G پشتیبانی میکنه،3.نکته بعد اینه که در تمام این گوشی ها 801 بهترین نوع هست(طبق تحقیقات چند هفته ای بنده)4.واکی تاکی بسیار قوی این گوشی میتونه نیاز های شما رو برابرده کنه البته اگه دوتا گوشی هم نوع باشه که البته اگر روی یک فرکانس تنظیم کنید تا بیست گوشی هم میتونید وصل بشید(البته باید امتحان شه)ولی کلا کیفیت تاکی واکیش خوبه...5.نکته بعد کیفیت ساختش هستش که خیلی بدنه مقاومی داره و قابل تحسینه به نظر من در کل در بین گوشی های hope من به شما دوستان پیشنهاد همچین مدلیو میکنم...


ولی متأسفانه مشکل اصلی اینه که دیجی کالا موجودش نمیکنه..."
U0001F44D,بسیار محصول زیبایی است اما نصب آن به صورتی که محکم و قابل استفاده باشد سخت است پیشنهاد میکنم نصب کار رو هم یاد بدید
U0001F44D,فقط میتونم بگم ازش راضی ام...در خریدش تردید نکنید مخصوصا کسانی که از برند HTC  استفاده میکنن از شارژر اصلیش کارایش بهتره
U0001F614,اصلا پیشنهاد نمی کنم
U0001F922,"من 2 ماهه دارم استفاده میکنم خیلی اعتیاد اوره دیگه همیشه به گوشمه انقد سبکه که یادتون میره اصلا چیزی رو گوشو گردنتونه ولی بدیش اینه که بعد یع تایمی گوشو اذیت میکنه و صدای انچنانیم نداره در برابر هندزفری اپل من مقایسه کردم زیاد راضی نبودم
شاید با این پول بشه از برند الجی خرید که کیفیت بهتری داره"
U0001F60D,"من حدود یک ماه گرفتم و بسیار سبک وزیباست 
قیمتش هم بسیار مناسبه"
U0001F44D,"سلام
در یک کلام بسیار با کیفیت مخصوصا گوشیهایی که فست شارژن"
U0001F44D,"بلندی صداش خوبه و زیاد
ولی مشکلی ک داره اینه ک صدای زیادی ب بیرون از هدفون میره.و بقیه راحت میتونن متوجه بشن ک چ اهنگی گوش میدی"
U0001F44E,"هنوز چند ساعت نشده،یه قالیچه کوچیک هم تکون خورد!اصلا قدرت نگهداری نداره!"
U0001F4AE,من این مدل را از خارج خریدم و بسیار عالی و دارای عمر طولانی است و هیچ نقطه ضعفی ندارد و 4 سال است برای من کار می کند واقعا عالی است
U0001F44D,تو شگفت انگیز خریداری کردم نصف قیمت الانش ارزش خرید داره ولی یه ایراد که داره اینه که چرخای جلوی ماشین کامل رو زمین واینمیسته ولی با این حال با این قیمت می ارزه
U0001F44D,"کفش نسبتا راحت و سبکیه، ولی فقط تو شگفت انگیز ارزش خرید داره بنظرم، بسته بندیش اصلا جالب نبود و مارک ایرانی نسیم داشت! روی بسته نوشته NASIM SHOES! در حالیکه اسم کالا &amp;quot;کفش راحتی مردانه کوماندو مدل 439&amp;quot; هست. 
اگه خود کفشم ایرانیه که به اسم ایرانی بفروشینش! روی خود کفشم هیچ اسم و نشانی نیست که همین گمان ایرانی بودنشو تقویت میکنه، نه اینکه بگم چون جنس ایرانیه خوب نیست! ولی از سایتی با اعتبار دیجی کالا انتظار شفافیت بیشتر توی نوشتن مشخصات کالا و همینطور بسته بندی مناسبتر میره. #نظرتومهمه"
U0001F44D,"من exprea xz دارم و خیلی خوب شارژ شد. فقط باید کابل شارژر خوب بخرید براش یا کابل فابریک رو داشته باشید. بدی هم نداره. من یه پاور بانک 20100 دارم. اون رو هم خیلی سریع شارژ کرد.
ای کاش فقط یه کابل type c هم روش میداد. چون کابل خودش micro usb هستش و کیفیت خیلی بالایی هم داره و آدم حسرت میخوره که چرا این کابل type c نیست."
U0001F44E,"من داشتم اصلا طنین نداره.مغز آدم سوت میزنه باهاش.
ویولون برند بهتری بخرین هرچند قیمتش بالاتر باشه اما طنین مهمه که آهنگ رو زیبا میکنه."
U0001F44D,کیبورد نسبتا خوبیه. اما دکمه های مالتی مدیا نداره و من یادم نبود این گزینه ها رو موقع خرید توجه کنم بهش و تو این چند روز دکمه کنترلش رو خیلی محکم باید نگهداری تا کار کنه.
U0001F60D,برای فیلم دیدن عالیجه وبرای بازی هم خوبه
U0001F44E,"اصلا نسبت به قیمتش نمی ارزه
کیفیت صدای خوبی داره
بیشتر جنبه دکوری داره"
U0001F44D,اندازش 10 برابر ماشین کوچیکاس ولی قیمتش بالا نیست خوبه
U0001F611,به هیچ وجه با این قیمت نمیرزه.به هیچ وجه
U0001F60D,"همه شید از کنار دهان بچه خارج میشه و اصلا ب درد نمیخوره، حیف پول؛ من مارک یومه گرفتم عالیه و پیشنهاد میشه"
U0001F611,"نظر کاربر قبلی درمورد خالی ماندنِ دورِ صفحه اشتباهه و گلس کاملا فیت صفحه هست، اما قیمتش واقعا گرونه و بخاطر قاب فلزی که داره الکی گرونش کردن وگرنه کیفیتش با گلس موبایل هیچ تفاوتی نداره"
U0001F44E,"متاسفانه بر خلاف یخ خشک اصلا سرما دهی نداره و من به دلیل اعتماد به دی جی کالا و بر اساس اونچه که در قسمت توضیحات نوشته بود این محصولو خریداری کردم که اصلا کارایی یخ شخکو نداره و شاید به این دلیل که آب نمیشه دی جی کالا از اسم یخ خشک براش استفاده کرده باشه ، در کل شما با خرید قالب هایی پلاستیکی یخ چند بار مصرف هم میتونید همین بهره برداریو ازش بکنید ، با این تفاوت که قیمت اونها نهایتا پنج هزار تومنه اما این محصول با قیمت بالای شصت هزارتومن و با توضیحات گیج کننده بفروش میرسه ، البته بخاطر استیل بودنش یکم جذابه
به هرحال دی جی کالاست و محصولات خوبم زیاد داره 
ممنونم"
U0001F44D,از خریدش واقعا راضیم
U0001F60D,"من کل بی سیمای دیجیکالا رو بررسی کردم 
در این رنج قیمت بهترین همینه
آیفون داره
نور دکمه و صفحه داره 
صداش شفافه و...
فقط ایرادی که داره اینه ک وصلش کنید ب پریز تلفن مودم خونه تون ازکار میفته و حتما باید نویزگیر استفاده کنید
تو دفترچشم نوشته بود 2 تا سیم تلفن هست که وقتی باز کردم دیدم یدونه هست فقط"
U0001F44D,"تقربیا 9 ماه هست که اینو دارم و از دیجی گرفتم از همچیش راضی ام اما تنها عیبی که میتونم بگیرم اینه که دکمه هاش نرم نیست ( نسبت به مدل قبلی ) . مدل قبلی دکمه های نرم تری داره . اینو گفتم واسه کسایی که براشون مثله خودم نرمی دکمه ها اهمیت داره . من خودم شخصا اگه دوباره برگردم به همون موقع که سفارش دادم ، مدل قبلیش رو انتخاب میکردم.
البته این نظر شخصی منه شاید خیلی ها براشون اصلا مهم نباشه و این حرف من هم اصلا عیب نباشه که من این عیب رو ازش گرفتم اما به هر حال از ما گفتن بود... با تشکر"
U0001F60D,"درود بر شما
چند ماهی هستش که این دوربین رو خریدن راستش رو بخوای اولین عکسی رو که باهاش گرفتم واقعا ناامیدم کرد اما الان بعد از گذشت چند ماه واقعا از خریدم لذت میربم دوستانی که میگن این دوربین کیفیت نداره دروغ میگن چون نمیتونند درست ازش استفاده کنند کافیه به خودتون زحمت بدید با یه سرچ کوچیک تو اینترنت دفترچه راهنمای فارسی استفاده ازش رو دانلود کنی بعد از خوندن اون موقع میبینی چی خریدی بعد از چند ماه استفاده باز هر روز دارم چیزی بیشتری ازش یاد میگیرم یکی از بهترین خرید های من تو زندگیم بوده..."
U0001F44D,"حدود 2 هفته هست که یه 111 خریدم، ارزانترین خودروی صفر کیلومتر تولید داخل هست، درک نکردم که چرا لاستیک هاش و برخی دیگه از قطعاتش ساخت چین هست وقتی که ما کیفیت بهتره این قطعات رو تولید داخل داریم، از شتابگیری و پارک کردنش خیلی خوشم میاد،البته ضعفهای خیلی زیادی هم داره که متاسفانه بخاطر رانت خودرو سازی و انحصار این صنعت مجبور به تحمل هستیم،  باذخریدش یه ماشین دم دستی دارین که کارای داخل شهر رو انجام بدین  و اگه پارکش کردین و یکی بهش زد و در رفت، خیلی دلتون نمیسوزه چون با هزینه ی کم میشه رو براهش کرد، کولر قابل قبولی داره، اینم بگم که رادیو پخش نداره و بابد خودتون تهیه کنید، سایپا ظاهرا به مشتریهاش خیلی احترام میزاره و انتخاب رادیو پخش رو به عهده ی خودتون گذاشته!!! و اینکه از همتون خواهش میکنم با هر خودرویی که رانندگی میکنید لطفا تند نرانید همه ی خوبیها و شادیها فقط در عرض یک ثانیه تبدیل به غم و ماتم میشه. سالم و تندرست و شاد باشید.. یا حق"
U0001F60D,"حتما پیشنهاد میکنم هم کیفیت صدای خوبی داره هم میکروفن عالی من واسه اکس باکس وانم خریدم .
برای کنسول حتما باید یه تبدیل 2 به 1 هم همراه این هدست بخرید تا بتونید از میکروفنش استفاده کنید."
U0001F44D,عالیه خیلی خوبه من تو کار گوشیم خیلی خوش دست ضد آب دوربین خوب باتری خوب  ضد گرد غبار قاب عقب جلو گلس همچنین اثر انگشت   او تی جی ......
U0001F4AE,شارژر بسیار عالی کیفیت خوب مناسب برای ایفون های جدید درضمن برای ایفون ازکابل type c به littening استفاده کنید ببینید شارژر یعنی چی
U0001F44D,"من دی ماه یه پرو خریدم.
 خیلی بهتر تر از اسلیمه
 یه خورده داغ میکنه ولی من کنسول رو 14 ساعت هم روشن گذاشتم واسه اپدیت بازی ww2  هیچ مشکلی پیش نیومد
 تازه درحال بازی هم بودم.
تو خرید کنسول بین پرو و ایکس باکس پیشنهاد من پرو هستش
تازه خدای تمام بازی ها هم پیش فروشش شروع شده و فقط  تو پلی استیشن میتونین بازی کنین"
U0001F44D,در کل خوب و ارزش خرید داره
U0001F4AE,"بسیار عالی هستش این مدل پیانو
اگر به دلایل اقتصادی نبود امکان نداشت که بفروشمش...
اگر قدرت خریدشو داشته باشم باز هم میخرمش
عالیه
عالی تر از عالی
مرسی دیجی کالا"
U0001F44D,"تبلت t3 هشت اینچی  دارای  زیبایی و کیفیت خوبیه   یکی شارژرش تبدیل میخواد و زمان شارژش طولانی ولی شارژ خوب نگه میداره ، دوم اینکه حافظه دستگاه پایین هفت و نیم گیگ  در دست رسه  و اینکه برنامه ها فقط تو حافظه داخلی نصب میشه و  ونمیشه رو کارت حافظه. منتقل کرد و  کارت حافظه برای موارد دیگه هست ، لوازم جانبه اش با کمی مشکل پیدا میشه من گرفتم   اندروید 7نوقا دو بار تا حالا به روز رسانی شده  در کل تبلت  روان و خوبیه ،،، ممنون از دیجیکالا"
U0001F60D,"فوق العاده فوق العاده فوق العاده
واقعا عالیه همه چیزش درجه یکه
کیفیت فوق العاده سخت افزار قدرتمند و جدید
من یه هفته هست خریدم هر روز ک میگذره رضایتم از این محصول لنوو بیشتر  میشه مرسی دیجیکالا چون واقعا سردر گم بودم واسه انتخاب لپ تاپ خوب"
U0001F44D,عالیه من 2 سال از این گوشی استفاده میکنم خیلی راضی هستم.خیلی جون سخته زود شارژ میشه نگهداری شارژشم خیلی خوبه به نسبت قیمتش هم دوربینش خوبه .برای اون هایی که زیاد با گوشی کار نمی کنن هم از لحاظ قیمت و هم از لحاظ کارایی عالیه .
U0001F922,اصلا به درد نمیخوره ی روزه چسبش وز اومد
U0001F44D,"دستگاه ژاپنی نیاز به تعریف نداره چون خودش رو ثابت کرده
من واقعا از این یخچال که حدود یکسال هستش که دارم واقعا عالیه و راضی هستم ؛ و خدمات پس از فروش هم که عالیه چون یکی از طبقاتش رو اتفاقی شکست و کلی نگران بودم که پیدا نشه که الحمدالله باشرکت نماینده اش تماس گرفتم و خیلی زود تهیه کردم
از خیلی از برد های کره ای و اروپایی سرمادهی فوق العاده ای داره
پیشنهاد خرید من همینه چون پول رو دور نمی ریزید و در عوض یه یخچال باکیفیت میخرید"
